object_id,property_description,property_id,property_label,property_uri,reference_date,reference_supporting_text,reference_uri,subject_id
FlyBase:FBgn0034741,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0052368,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0028396,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0004428,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0034187,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0266099,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0032507,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0265455,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0001225,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0042207,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0036876,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0036323,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0039470,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0032536,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0004427,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0051380,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0034317,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0266227,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0039203,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0033446,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0033327,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0031248,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0001224,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0051041,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0004034,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0013278,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0035886,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0030880,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0033050,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0052475,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0036777,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0050008,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0262854,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0037323,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0264831,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0261054,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0259951,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0038009,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0263412,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0266949,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0051779,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0039184,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0032265,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0031464,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0032055,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0040256,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0005626,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0267678,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0263659,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0038398,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0032538,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0043792,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0038007,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0262896,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0030558,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0029823,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0016675,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0024294,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0038714,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0031925,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0036023,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0004577,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0028544,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0032067,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0034563,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0036549,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0036553,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0250843,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0036597,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0036969,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
