id	semantic_groups	preflabel	synonyms	description
HP:0001824	DISO	Weight loss	NA	NA
RGD:1562004	GENE	Gatad1	NA	NA
RGD:1308557	GENE	Ubxn2b	NA	NA
MP:0009640	DISO	abnormal renal tubule epithelium morphology	NA	NA
GO:0055085	PHYS	transmembrane transport	NA	NA
Xenbase:XB-GENE-489964	GENE	maff	NA	NA
WormBase:WBGene00008852	GENE	ubql-1	NA	NA
FlyBase:FBgn0032197	GENE	CG5694	NA	NA
MP:0002098	DISO	abnormal vibrissa morphology	NA	NA
MP:0000313	DISO	abnormal cell death	NA	NA
MP:0005092	DISO	decreased double-positive T cell number	NA	NA
NCBIGene:100017218	GENE	ADAMTSL4	NA	NA
HGNC:24905	GENE	CREBZF	NA	NA
UBERON:0001950	ANAT	neocortex	NA	NA
HP:0000486	DISO	Strabismus	NA	NA
NCBIGene:100147615	GENE	MAFG	NA	NA
NCBIGene:838655	GENE	AT1G20670	NA	NA
NCBIGene:618914	GENE	MAFK	NA	NA
MONARCH:APO_0000059APO_0000002	GENO	vacuolar morphology:abnormal	NA	NA
UBERON:0002371	ANAT	bone marrow	NA	NA
HP:0000954	DISO	Single transverse palmar crease	NA	NA
RGD:1311154	GENE	Kctd17	NA	NA
HGNC:25890	GENE	TMEM25	NA	NA
APO:0000152	DISO	haploinsufficient	NA	NA
MP:0001307	DISO	fused cornea and lens	NA	NA
HP:0000093	DISO	Proteinuria	NA	NA
FBbt:00001769PHENOTYPE	DISO	morphogenetic furrow phenotype	NA	NA
NCBIGene:741197	GENE	TRIM54	NA	NA
NCBIGene:746870	GENE	AVP	NA	NA
ZFIN:ZDB-GENE-030131-8015	GENE	crebzf	NA	NA
NCBIGene:100514782	GENE	GK2	NA	NA
NCBIGene:743480	GENE	CCDC36	NA	NA
NCBIGene:100026164	GENE	CREBZF	NA	NA
Xenbase:XB-GENE-921957	GENE	lingo1	NA	NA
ZFIN:ZDB-GENE-080327-19	GENE	lingo2a	NA	NA
Xenbase:XB-GENE-957094	GENE	acp5	NA	NA
ZFIN:ZDB-GENE-050320-147	GENE	kctd9a	NA	NA
GO:0006884	PHYS	cell volume homeostasis	NA	NA
MP:0005154	DISO	increased B cell proliferation	NA	NA
SGD:S000005388	GENE	YAP7	NA	NA
FBcv:0000431	DISO	meiotic cell cycle defective	NA	NA
UBERON:0010307	ANAT	conjunctival fornix	NA	NA
MP:0002887	DISO	decreased susceptibility to pharmacologically induced seizures	NA	NA
NCBIGene:421135	GENE	UBXN2B	NA	NA
GO:0030425	PHYS	dendrite	NA	NA
NCBIGene:828123	GENE	AT4G02950	NA	NA
ZFIN:ZDB-GENE-030131-556	GENE	keap1a	NA	NA
FBcv:0002039	DISO	some die during pupal stage	NA	NA
NCBIGene:100062294	GENE	FBXW7	NA	NA
FBbt:00004993PHENOTYPE	DISO	epidermis phenotype	NA	NA
GO:0046875	PHYS	ephrin receptor binding	NA	NA
Xenbase:XB-GENE-481401	GENE	aqp2	NA	NA
MONARCH:APO_0000240APO_0000003	GENO	mitophagy:decreased	NA	NA
ZFIN:ZDB-GENE-040426-1280	GENE	maff	NA	NA
ZFIN:ZDB-GENE-040818-1	GENE	stat5b	NA	NA
HP:0002035	DISO	Rectal prolapse	NA	NA
FBbt:00001997PHENOTYPE	DISO	Drosophila intersegmental nerve phenotype	NA	NA
NCBIGene:100073374	GENE	AQP4	NA	NA
NCBIGene:100125968	GENE	UBB	NA	NA
FBbt:00005169PHENOTYPE	DISO	Drosophila trichogen cell phenotype	NA	NA
FBcv:0000705	DISO	sleep defective	NA	NA
ZP:0004000	DISO	abnormal(ly) decayed retinal ganglion cell layer	NA	NA
MP:0001683	DISO	absent mesoderm	NA	NA
HGNC:29344	GENE	RIMBP3	NA	NA
HP:0002093	DISO	Respiratory insufficiency	NA	NA
NCBIGene:417123	GENE	TRAF1	NA	NA
NCBIGene:100052904	GENE	STAT5A	NA	NA
HP:0040006	DISO	Mortality/Aging	NA	NA
FBbt:00000464PHENOTYPE	DISO	Drosophila embryonic/larval somatic muscle phenotype	NA	NA
WBPhenotype:0000054	DISO	larval lethal	NA	NA
NCBIGene:461843	GENE	TRIM23	NA	NA
ClinVarVariant:50961	VARI	NM_018297.3(NGLY1):c.1891delC (p.Gln631Serfs)	NA	NA
UBERON:0007371	ANAT	superior surface of tongue	NA	NA
NCBIGene:100031666	GENE	NGLY1	NA	NA
MGI:3525111	GENE	Cep44	NA	NA
RGD:1562727	GENE	Aqp12a	NA	NA
NCBIGene:743748	GENE	TRAF1	NA	NA
MP:0008418	DISO	abnormal cutaneous elastic fiber morphology	NA	NA
HP:0000522	DISO	Alacrima	NA	NA
FBbt:00005066PHENOTYPE	DISO	fat body phenotype	NA	NA
NCBIGene:100022113	GENE	RAD23B	NA	NA
HP:0001336	DISO	Myoclonus	NA	NA
FBbt:00001778PHENOTYPE	DISO	Drosophila wing disc phenotype	NA	NA
HP:0100671	DISO	Abnormal trabecular bone morphology	NA	NA
NCBIGene:419494	GENE	FBXO6	NA	NA
AQTLTrait:1136	DISO	Bone quality	NA	NA
MP:0000136	DISO	abnormal microglial cell morphology	NA	NA
NCBIGene:100066876	GENE	KRT33B	NA	NA
NCBIGene:696210	GENE	KCTD17	NA	NA
RGD:1359496	GENE	Efemp2	NA	NA
FBbt:00002028PHENOTYPE	DISO	dorsal multidendritic neuron ddaD phenotype	NA	NA
MP:0010454	DISO	abnormal truncus arteriosus septation	NA	NA
FBbt:00005094PHENOTYPE	DISO	Drosophila central nervous system phenotype	NA	NA
MP:0005389	DISO	reproductive system phenotype	NA	NA
Xenbase:XB-GENE-6076923	GENE	hcfc1	NA	NA
NCBIGene:100059456	GENE	NGLY1	NA	NA
NCBIGene:539597	GENE	KRT31	NA	NA
NCBIGene:100126283	GENE	AQP7	NA	NA
NCBIGene:100514127	GENE	KRT34	NA	NA
WBPhenotype:0000060	DISO	adult lethal	NA	NA
HP:0003212	DISO	Increased IgE level	NA	NA
MGI:1925544	GENE	Rps27a	NA	NA
Xenbase:XB-GENE-486122	GENE	btrc	NA	NA
RGD:2321145	GENE	Fbxw7	NA	NA
HGNC:7783	GENE	NFE2L3	NA	NA
NCBIGene:701933	GENE	NRF1	NA	NA
NCBIGene:461542	GENE	FBXW7	NA	NA
ZFIN:ZDB-GENE-090220-1	GENE	mid2	NA	NA
FBbt:00006009PHENOTYPE	DISO	eye photoreceptor cell phenotype	NA	NA
UBERON:0001777	ANAT	substantia propria of cornea	NA	NA
GO:0000224	PHYS	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity	NA	NA
NCBIGene:106997578	GENE	TRIP6	NA	NA
RGD:1583180	GENE	Trip6	NA	NA
UBERON:0002081	ANAT	cardiac atrium	NA	NA
HP:0002446	DISO	Astrocytosis	NA	NA
NCBIGene:511328	GENE	B4GALT4	NA	NA
MP:0008497	DISO	decreased IgG2b level	NA	NA
MP:0004762	DISO	increased anti-double stranded DNA antibody level	NA	NA
FBcv:0002015	DISO	partially lethal	NA	NA
FBbt:00005201PHENOTYPE	DISO	denticle belt phenotype	NA	NA
NCBIGene:100019709	GENE	KCTD9	NA	NA
NCBIGene:534655	GENE	SIAH1	NA	NA
MP:0008593	DISO	increased circulating interleukin-10 level	NA	NA
FBbt:00005838PHENOTYPE	DISO	NMJ bouton phenotype	NA	NA
NCBIGene:100563491	GENE	kctd9	NA	NA
RGD:1307730	GENE	Nfe2l3	NA	NA
NCBIGene:100144620	GENE	AQP10	NA	NA
NCBIGene:100516197	GENE	AMFR	NA	NA
NCBIGene:100567571	GENE	rad23a	NA	NA
Xenbase:XB-GENE-482101	GENE	spry2	NA	NA
NCBIGene:715413	GENE	CCDC85B	NA	NA
:.well-known/genid/genoGM25347	GENO	NGLY1(ARG401TER) [GM25347]	NA	NA
NCBIGene:103282634	GENE	LOC103282634	NA	NA
NCBIGene:421809	GENE	BACH2	NA	NA
NCBIGene:100057344	GENE	DERL1	NA	NA
MP:0000411	DISO	shiny fur	NA	NA
NCBIGene:417829	GENE	GNS	NA	NA
NCBIGene:100056621	GENE	ACP5	NA	NA
NCBIGene:100608173	GENE	B4GALT4	NA	NA
HP:0100598	DISO	Pulmonary edema	NA	NA
Xenbase:XB-GENE-5969966	GENE	kiaa1958	NA	NA
NCBIGene:840179	GENE	UBP11	NA	NA
NCBIGene:835019	GENE	PNG1	NA	NA
HGNC:927	GENE	B4GALT4	NA	NA
MP:0004810	DISO	decreased hematopoietic stem cell number	NA	NA
NCBIGene:720235	GENE	KXD1	NA	NA
MP:0000913	DISO	abnormal brain development	NA	NA
NCBIGene:814719	GENE	PAP7	NA	NA
NCBIGene:537285	GENE	TRIM23	NA	NA
AQTLTrait:1004	DISO	Somatic cell count	NA	NA
NCBIGene:101059860	GENE	RPS27A	NA	NA
NCBIGene:450660	GENE	CRTAC1	NA	NA
RGD:621085	GENE	Crtac1	NA	NA
NCBIGene:473223	GENE	CA9	NA	NA
NCBIGene:820275	GENE	ENGase85B	NA	NA
MP:0013600	DISO	testis degeneration	NA	NA
MP:0011635	DISO	abnormal mitochondrial crista morphology	NA	NA
APO:0000097	DISO	auxotrophy	NA	NA
NCBIGene:100427195	GENE	GATAD1	NA	NA
HP:0000938	DISO	Osteopenia	NA	NA
ZFIN:ZDB-GENE-040718-50	GENE	trim55a	NA	NA
HP:0002716	DISO	Lymphadenopathy	NA	NA
WBPhenotype:0000025	DISO	blistered	NA	NA
ZFIN:ZDB-GENE-041212-8	GENE	efemp2a	NA	NA
NCBIGene:721877	GENE	EFEMP2	NA	NA
HP:0012211	DISO	Abnormal renal physiology	NA	NA
NCBIGene:455350	GENE	AQP4	NA	NA
ZFIN:ZDB-GENE-030131-6305	GENE	fbxw11a	NA	NA
WBPhenotype:0001171	DISO	shortened life span	NA	NA
NCBIGene:100067632	GENE	NSFL1C	NA	NA
MONDO:0001881	DISO	toxic shock syndrome	NA	NA
HP:0003074	DISO	Hyperglycemia	NA	NA
HP:0002170	DISO	Intracranial hemorrhage	NA	NA
FBbt:00005106PHENOTYPE	DISO	Drosophila neuron phenotype	NA	NA
Coriell:GM26584	GENO	NIGMS-GM26584	NA	NA
:.well-known/genid/genoGM25990	GENO	NGLY1;NGLY1(3-BP DEL  1205 TTC;ARG542TER  c.1570C>T) [GM25990]	NA	NA
MP:0001239	DISO	abnormal epidermis stratum granulosum morphology	NA	NA
WBPhenotype:0001645	DISO	protein degradation variant	NA	NA
NCBIGene:100558273	GENE	gk	NA	NA
GO:0006457	PHYS	protein folding	NA	NA
:.well-known/genid/genoGM26612	GENO	NGLY1(ARG401TER) [GM26612]	NA	NA
NCBIGene:396101	GENE	AVP	NA	NA
ZFIN:ZDB-GENE-030407-2	GENE	avp	NA	NA
Xenbase:XB-GENE-991309	GENE	shpk	NA	NA
RGD:1308668	GENE	Lingo1	NA	NA
NCBIGene:100560087	GENE	nfe2l2	NA	NA
NCBIGene:100513840	GENE	TRAF2	NA	NA
UBERON:0004720	ANAT	cerebellar vermis	NA	NA
MGI:1914460	GENE	Gatad1	NA	NA
RGD:620449	GENE	Siah1	NA	NA
GO:0035378	PHYS	carbon dioxide transmembrane transport	NA	NA
NCBIGene:100061706	GENE	AQP8	NA	NA
Xenbase:XB-GENE-5772343	GENE	ccdc85b	NA	NA
HP:0100614	DISO	Myositis	NA	NA
NCBIGene:282392	GENE	UBQLN1	NA	NA
GO:0005267	PHYS	potassium channel activity	NA	NA
MONDO:0004425	DISO	hyperthyroidism	NA	NA
HP:0001943	DISO	Hypoglycemia	NA	NA
NCBIGene:703773	GENE	AQP4	NA	NA
NCBIGene:424629	GENE	FAF1	NA	NA
NCBIGene:395645	GENE	RGS17	NA	NA
UBERON:0011876	ANAT	body of tongue	NA	NA
HP:0002849	DISO	Absence of lymph node germinal center	NA	NA
MP:0005370	DISO	liver/biliary system phenotype	NA	NA
NCBIGene:100013924	GENE	MID2	NA	NA
NCBIGene:107049323	GENE	TERAL1	NA	NA
MP:0001258	DISO	decreased body length	NA	NA
NCBIGene:431014	GENE	TNK2	NA	NA
HGNC:14600	GENE	RGS20	NA	NA
Xenbase:XB-GENE-1010990	GENE	srpk3	NA	NA
ClinVarVariant:424175	VARI	NM_018297.3(NGLY1):c.978_980delAGC (p.Glu326_Ala327delinsAsp)	NA	NA
WBPhenotype:0000241	DISO	accumulated cell corpses	NA	NA
HGNC:16008	GENE	TRIM54	NA	NA
UBERON:0006566	ANAT	left ventricle myocardium	NA	NA
FBbt:00004580PHENOTYPE	DISO	Drosophila mesothoracic tergum phenotype	NA	NA
NCBIGene:746891	GENE	GATAD1	NA	NA
GO:0002062PHENOTYPE	PHYS	chondrocyte differentiation phenotype	NA	NA
HP:0001320	DISO	Cerebellar vermis hypoplasia	NA	NA
UBERON:0001017	ANAT	central nervous system	NA	NA
NCBIGene:100524148	GENE	FBXO6	NA	NA
WBPhenotype:0000731	DISO	germ cell hypersensitive ionizing radiation	NA	NA
NCBIGene:469859	GENE	NSFL1C	NA	NA
NCBIGene:539560	GENE	SPRYD4	NA	NA
GO:0005913PHENOTYPE	PHYS	cell-cell adherens junction phenotype	NA	NA
MP:0009237	DISO	kinked sperm flagellum	NA	NA
FBbt:00001717PHENOTYPE	DISO	Drosophila corpus cardiacum primordium phenotype	NA	NA
FBcv:0000451	DISO	wound healing defective	NA	NA
NCBIGene:100057532	GENE	SIAH1	NA	NA
HP:0007957	DISO	Corneal opacity	NA	NA
NCBIGene:100021674	GENE	UBQLN1	NA	NA
Xenbase:XB-GENE-483914	GENE	nfe2	NA	NA
Xenbase:XB-GENE-5870163	GENE	cep44	NA	NA
NCBIGene:769355	GENE	MAFG	NA	NA
HP:0002171	DISO	Gliosis	NA	NA
MP:0005376	DISO	homeostasis/metabolism phenotype	NA	NA
ZFIN:ZDB-GENE-060503-491	GENE	capn1b	NA	NA
NCBIGene:538594	GENE	CREBZF	NA	NA
NCBIGene:100621165	GENE	UBXN1	NA	NA
NCBIGene:472513	GENE	NRF1	NA	NA
MGI:1915303	GENE	Ubxn2b	NA	NA
GO:0048388	PHYS	endosomal lumen acidification	NA	NA
ZP:0001275	DISO	abnormal(ly) increased occurrence retina cell death	NA	NA
HP:0000764	DISO	Peripheral axonal degeneration	NA	NA
NCBIGene:825947	GENE	AT4G00752	NA	NA
NCBIGene:463330	GENE	AQP1	NA	NA
MP:0001038	DISO	abnormal cholinergic neuron morphology	NA	NA
NCBIGene:395820	GENE	DLL1	NA	NA
UBERON:0000167	ANAT	oral cavity	NA	NA
WBPhenotype:0000062	DISO	lethal	NA	NA
NCBIGene:100057642	GENE	EFEMP2	NA	NA
HGNC:14237	GENE	GUCD1	NA	NA
UBERON:0001304	ANAT	germinal epithelium of ovary	NA	NA
NCBIGene:100559046	GENE	ubqln1	NA	NA
MONARCH:APO_0000240APO_0000004	GENO	mitophagy:increased	NA	NA
NCBIGene:416181	GENE	FBXW11	NA	NA
MP:0000733	DISO	abnormal muscle development	NA	NA
NCBIGene:706173	GENE	LOC706173	NA	NA
NCBIGene:100152701	GENE	MDFI	NA	NA
NCBIGene:100153716	GENE	UBXN2B	NA	NA
NCBIGene:416677	GENE	NRF1	NA	NA
MGI:2152337	GENE	1110038F14Rik	NA	NA
FBbt:00005893PHENOTYPE	DISO	embryonic/larval peripheral nervous system phenotype	NA	NA
GO:0048786PHENOTYPE	PHYS	presynaptic active zone phenotype	NA	NA
Xenbase:XB-GENE-484060	GENE	aqp7	NA	NA
HGNC:24082	GENE	C3orf35	NA	NA
MP:0011091	DISO	prenatal lethality, complete penetrance	NA	NA
WBPhenotype:0000038	DISO	exploded through vulva	NA	NA
MGI:2147607	GENE	Ccdc85b	NA	NA
HP:0007703	DISO	Abnormality of retinal pigmentation	NA	NA
UBERON:0002436	ANAT	primary visual cortex	NA	NA
HGNC:7996	GENE	NRF1	NA	NA
NCBIGene:531486	GENE	KRT34	NA	NA
NCBIGene:470794	GENE	CSRNP1	NA	NA
ZP:0000147	DISO	abnormal(ly) quality notochord	NA	NA
GO:0006517	PHYS	protein deglycosylation	NA	NA
FlyBase:FBgn0028484	GENE	Ack	NA	NA
FBcv:0000434	DISO	neurophysiology defective	NA	NA
ZP:0000027	DISO	abnormal(ly) decreased length post-vent region	NA	NA
ZP:0000043	DISO	abnormal(ly) decreased size eye	NA	NA
FBcv:0000371	DISO	male semi-sterile	NA	NA
GO:0005773PHENOTYPE	PHYS	vacuole phenotype	NA	NA
GO:0060612PHENOTYPE	PHYS	adipose tissue development phenotype	NA	NA
NCBIGene:100050055	GENE	GUCD1	NA	NA
WBPhenotype:0001857	DISO	pathogen induced gene expression variant	NA	NA
MGI:1918128	GENE	Ccdc136	NA	NA
NCBIGene:415697	GENE	AMFR	NA	NA
MP:0004988	DISO	increased osteoblast cell number	NA	NA
NCBIGene:617218	GENE	LOC617218	NA	NA
NCBIGene:510038	GENE	AQP11	NA	NA
Xenbase:XB-GENE-1005846	GENE	wdfy3	NA	NA
NCBIGene:103104366	GENE	CREB3	NA	NA
RGD:1306888	GENE	Nfe2	NA	NA
NCBIGene:100011360	GENE	FSD2	NA	NA
NCBIGene:100027291	GENE	RGS17	NA	NA
HP:0012184	DISO	Increased circulating high-density lipoprotein levels	NA	NA
NCBIGene:100050471	GENE	RGS20	NA	NA
NCBIGene:515406	GENE	CSRNP1	NA	NA
NCBIGene:100068518	GENE	NFE2L3	NA	NA
NCBIGene:824469	GENE	SRPK4	NA	NA
ZFIN:ZDB-GENE-060929-392	GENE	cep44	NA	NA
NCBIGene:101907097	GENE	LOC101907097	NA	NA
FBbt:00004958PHENOTYPE	DISO	seminal vesicle phenotype	NA	NA
GO:0033326	PHYS	cerebrospinal fluid secretion	NA	NA
MP:0006082	DISO	CNS inflammation	NA	NA
FBbt:00005101PHENOTYPE	DISO	Drosophila fascicle phenotype	NA	NA
NCBIGene:539870	GENE	AQP2	NA	NA
HP:0001712	DISO	Left ventricular hypertrophy	NA	NA
MP:0008329	DISO	decreased somatotroph cell number	NA	NA
MONDO:0004993	DISO	carcinoma	NA	NA
MGI:1857807	GENE	Aqp1<tm1Ask>	NA	NA
HP:0002795	DISO	Functional respiratory abnormality	NA	NA
ZP:0000153	DISO	abnormal(ly) increased width somite	NA	NA
NCBIGene:702103	GENE	SPRY2	NA	NA
UBERON:0001083	ANAT	myocardium of ventricle	NA	NA
HP:0002185	DISO	Neurofibrillary tangles	NA	NA
FBbt:00002906PHENOTYPE	DISO	abdominal 2 ventral monoscolopidial chordotonal organ vch1 phenotype	NA	NA
NCBIGene:100059968	GENE	RAD23B	NA	NA
NCBIGene:615922	GENE	CCDC136	NA	NA
GO:0006897PHENOTYPE	PHYS	endocytosis phenotype	NA	NA
HP:0000135	DISO	Hypogonadism	NA	NA
FBbt:00004233PHENOTYPE	DISO	Drosophila tertiary pigment cell phenotype	NA	NA
Coriell:GM26601	GENO	NIGMS-GM26601	NA	NA
:.well-known/genid/person-3376-1	GENO	affected male proband with Congenital disorder of deglycosylation	NA	NA
MONARCH:APO_0000095APO_0000003	GENO	chemical compound accumulation:decreased	NA	NA
NCBIGene:820368	GENE	AT3G11950	NA	NA
ClinVarVariant:126423	VARI	NM_001145294.1(NGLY1):c.1079_1081delGAA (p.Arg360del)	NA	NA
NCBIGene:699972	GENE	AMFR	NA	NA
NCBIGene:709235	GENE	BRD9	NA	NA
GO:0034599	PHYS	cellular response to oxidative stress	NA	NA
FBbt:00004942PHENOTYPE	DISO	Drosophila spermatid phenotype	NA	NA
MP:0001349	DISO	excessive tearing	NA	NA
HP:0002751	DISO	Kyphoscoliosis	NA	NA
GO:0051458PHENOTYPE	PHYS	corticotropin secretion phenotype	NA	NA
NCBIGene:540530	GENE	FSD2	NA	NA
MP:0001222	DISO	epidermal hyperplasia	NA	NA
FBbt:00005390PHENOTYPE	DISO	Drosophila pupal thorax phenotype	NA	NA
ZP:0001273	DISO	abnormal(ly) decreased thickness retinal photoreceptor layer	NA	NA
MP:0002607	DISO	decreased basophil cell number	NA	NA
HP:0003196	DISO	Short nose	NA	NA
NCBIGene:100139581	GENE	CRTAC1	NA	NA
NCBIGene:708990	GENE	FBXW11	NA	NA
NCBIGene:395584	GENE	SPRY2	NA	NA
NCBIGene:455706	GENE	KEAP1	NA	NA
GO:0072488	PHYS	ammonium transmembrane transport	NA	NA
NCBIGene:100021602	GENE	TNK2	NA	NA
HP:0001743	DISO	Abnormality of the spleen	NA	NA
ZP:0000222	DISO	abnormal(ly) disrupted heart looping	NA	NA
NCBIGene:468160	GENE	SHPK	NA	NA
Xenbase:XB-GENE-866811	GENE	fos	NA	NA
UBERON:0001906	ANAT	subthalamic nucleus	NA	NA
HGNC:27945	GENE	CCDC36	NA	NA
FBbt:00001704PHENOTYPE	DISO	embryonic/larval fat body phenotype	NA	NA
MP:0001153	DISO	small seminiferous tubules	NA	NA
MP:0011087	DISO	neonatal lethality, complete penetrance	NA	NA
UBERON:0000945	ANAT	stomach	NA	NA
MGI:101836	GENE	Traf1	NA	NA
FBbt:00000029PHENOTYPE	DISO	Drosophila abdominal segment 8 phenotype	NA	NA
MP:0008075	DISO	decreased CD4-positive, alpha beta T cell number	NA	NA
HP:0002664	DISO	Neoplasm	NA	NA
FBbt:00001845PHENOTYPE	DISO	cephalopharyngeal skeleton phenotype	NA	NA
FBbt:00000185PHENOTYPE	DISO	Drosophila embryonic/larval tracheal system phenotype	NA	NA
ZP:0009991	DISO	abnormal(ly) decreased process quality CaP motoneuron axon extension	NA	NA
Xenbase:XB-GENE-994115	GENE	rusc2	NA	NA
GO:0097009PHENOTYPE	PHYS	energy homeostasis phenotype	NA	NA
MP:0013424	DISO	increased KLRG1-positive gamma-delta T cell number	NA	NA
NCBIGene:839105	GENE	AT1G25230	NA	NA
FBbt:00004243PHENOTYPE	DISO	ocellus rhabdomere phenotype	NA	NA
WBPhenotype:0002390	DISO	variable cell division timing	NA	NA
HP:0003323	DISO	Progressive muscle weakness	NA	NA
MONARCH:APO_0000037APO_0000002	GENO	pheromone sensitivity:abnormal	NA	NA
ZFIN:ZDB-GENE-060929-804	GENE	trim23	NA	NA
UBERON:0005351	ANAT	paraflocculus	NA	NA
ZP:0003999	DISO	abnormal(ly) degeneration brain	NA	NA
FBbt:00002921PHENOTYPE	DISO	Drosophila abdominal 1 ventral denticle belt phenotype	NA	NA
MP:0010996	DISO	increased aorta wall thickness	NA	NA
WormBase:WBGene00017931	GENE	picc-1	NA	NA
NCBIGene:701874	GENE	CCDC136	NA	NA
FBbt:00000170PHENOTYPE	DISO	Drosophila embryonic metathoracic segment phenotype	NA	NA
NCBIGene:468096	GENE	AQP8	NA	NA
Xenbase:XB-GENE-965954	GENE	gatad1	NA	NA
NCBIGene:825736	GENE	PUX4	NA	NA
NCBIGene:100556427	GENE	fos	NA	NA
NCBIGene:103282285	GENE	LOC103282285	NA	NA
GO:0009986	PHYS	cell surface	NA	NA
FBbt:00005124PHENOTYPE	DISO	Drosophila sensory neuron phenotype	NA	NA
Xenbase:XB-GENE-996931	GENE	ptpro	NA	NA
NCBIGene:420350	GENE	DERL1	NA	NA
UBERON:0002113	ANAT	kidney	NA	NA
MONARCH:APO_0000111APO_0000004	GENO	viability:increased	NA	NA
NCBIGene:703872	GENE	LOC703872	NA	NA
NCBIGene:702942	GENE	CREBZF	NA	NA
RGD:619952	GENE	Nsfl1c	NA	NA
NCBIGene:702740	GENE	BACH2	NA	NA
MONARCH:APO_0000110APO_0000004	GENO	competitive fitness:increased	NA	NA
NCBIGene:744067	GENE	KCTD9	NA	NA
ZP:0006330	DISO	abnormal(ly) decreased process quality ammonium transport	NA	NA
MP:0008321	DISO	small adenohypophysis	NA	NA
NCBIGene:711983	GENE	B4GALT4	NA	NA
HP:0001892	DISO	Abnormal bleeding	NA	NA
MGI:3650333	GENE	Krtap9-5	NA	NA
HP:0000782	DISO	Abnormality of the scapula	NA	NA
NCBIGene:100513958	GENE	TRIM23	NA	NA
RGD:1308972	GENE	Nagpa	NA	NA
NCBIGene:453894	GENE	NAGPA	NA	NA
MP:0001715	DISO	placental labyrinth hypoplasia	NA	NA
MP:0002169	DISO	no abnormal phenotype detected	NA	NA
NCBIGene:100068006	GENE	TRAF2	NA	NA
ZFIN:ZDB-GENE-070424-54	GENE	ptpro	NA	NA
MP:0002418	DISO	increased susceptibility to viral infection	NA	NA
NCBIGene:693454	GENE	RGS20	NA	NA
NCBIGene:504255	GENE	RGS17	NA	NA
MP:0001688	DISO	abnormal somite development	NA	NA
HP:0002242	DISO	Abnormal intestine morphology	NA	NA
MP:0010301	DISO	increased stomach tumor incidence	NA	NA
AQTLTrait:1053	DISO	Average daily gain	NA	NA
HP:0000498	DISO	Blepharitis	NA	NA
WBPhenotype:0000170	DISO	precocious alae	NA	NA
HP:0001265	DISO	Hyporeflexia	NA	NA
NCBIGene:717500	GENE	GNS	NA	NA
UBERON:0004359	ANAT	corpus epididymis	NA	NA
NCBIGene:722740	GENE	FBXO6	NA	NA
NCBIGene:100012447	GENE	GSK3B	NA	NA
WBPhenotype:0000758	DISO	L4 adult molt defect	NA	NA
GO:0071241	PHYS	cellular response to inorganic substance	NA	NA
GO:0070295PHENOTYPE	PHYS	renal water absorption phenotype	NA	NA
Coriell:GM26602	GENO	NIGMS-GM26602	NA	NA
NCBIGene:100061441	GENE	LINGO1	NA	NA
NCBIGene:718643	GENE	UBXN1	NA	NA
HP:0005214	DISO	Intestinal obstruction	NA	NA
MONARCH:APO_0000209APO_0000002	GENO	protein/peptide distribution:abnormal	NA	NA
MGI:2444310	GENE	Fsd2	NA	NA
GO:0071699PHENOTYPE	PHYS	olfactory placode morphogenesis phenotype	NA	NA
MP:0030160	DISO	abnormal auditory bulla morphology	NA	NA
NCBIGene:100609508	GENE	TRIP6	NA	NA
WBPhenotype:0000017	DISO	aldicarb resistant	NA	NA
FBcv:0002038	DISO	some die during pharate adult stage	NA	NA
RGD:620171	GENE	Trafd1	NA	NA
WBPhenotype:0000195	DISO	distal tip cell migration variant	NA	NA
NCBIGene:100054028	GENE	CA12	NA	NA
HP:0002718	DISO	Recurrent bacterial infections	NA	NA
HP:0003236	DISO	Elevated serum creatine phosphokinase	NA	NA
HP:0011877	DISO	Increased mean platelet volume	NA	NA
MP:0011090	DISO	perinatal lethality, incomplete penetrance	NA	NA
NCBIGene:695183	GENE	CD6	NA	NA
NCBIGene:286839	GENE	RPS27A	NA	NA
HP:0002846	DISO	Abnormal B cell morphology	NA	NA
HP:0001700	DISO	Myocardial necrosis	NA	NA
MP:0004201	DISO	fetal growth retardation	NA	NA
NCBIGene:100027571	GENE	AQP11	NA	NA
MP:0008211	DISO	decreased mature B cell number	NA	NA
NCBIGene:100553217	GENE	efemp2	NA	NA
GO:0071549	PHYS	cellular response to dexamethasone stimulus	NA	NA
REACT:R-HSA-432047	PHYS	Passive transport by Aquaporins	NA	NA
MP:0010868	DISO	increased bone trabecula number	NA	NA
FBbt:00000604PHENOTYPE	DISO	A1-7 ventral longitudinal muscle 3 phenotype	NA	NA
NCBIGene:715132	GENE	MAFG	NA	NA
FBcv:0000390	DISO	hypoactive	NA	NA
MP:0001353	DISO	increased aggression towards mice	NA	NA
MP:0000377	DISO	abnormal hair follicle morphology	NA	NA
FBbt:00001426PHENOTYPE	DISO	Drosophila neuroblast NB7-3 phenotype	NA	NA
MGI:1343458	GENE	Trip6	NA	NA
HP:0004378	DISO	Abnormality of the anus	NA	NA
NCBIGene:100024910	GENE	KIAA1958	NA	NA
:.well-known/genid/genoGM25389	GENO	NGLY1(c.1370dupG  R458FsTER) [GM25389]	NA	NA
ZP:0007462	DISO	abnormal(ly) disrupted myotome development	NA	NA
NCBIGene:100067681	GENE	TRAF1	NA	NA
MP:0008210	DISO	increased mature B cell number	NA	NA
