subject_id,property_id,property_label,property_description,property_uri,object_id,subject_qid,property_pid,object_qid,reference_uri,reference_supporting_text,reference_date,property_term,subject_type,object_type,subject_term,object_term,prevalence,curation_evidence,curation_date,curator_uri,comments
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0031161,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Compared with the reference population, N-acetylaspartylglutamate plus N-acetylaspartate (NAA) was lower than normal in the left centrum semiovale (LCSO) (P = 0.004), the midline parietal gray matter (PGM) (P = 0.02), and superior cerebellar vermis (SVERM) (P < 0.0001). There was a deficit of glutamine plus glutamate plus gamma-aminobutyric acid (Glx) in the PGM (P = 0.03), LCSO (P = 0.01), and pons (P = 0.0002). Choline was higher than expected for age only in the LCSO (P = 0.0097), and myo-inositol was higher than expected for age in the pons (P = 0.002). Multiple correlations between these MRS-measured metabolites and age, functional assessments, brain volume, and neurotransmitters in the CSF were found (Supplementary Figure S3 online).",2016-07-07,presents,disease,laboratory findings,NGLY1 deficiency,deficit of glutamine plus glutamate plus gamma-aminobutyric acid (Glx) in brain by MRS,12/12,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0500021,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Compared with the reference population, N-acetylaspartylglutamate plus N-acetylaspartate (NAA) was lower than normal in the left centrum semiovale (LCSO) (P = 0.004), the midline parietal gray matter (PGM) (P = 0.02), and superior cerebellar vermis (SVERM) (P < 0.0001). There was a deficit of glutamine plus glutamate plus gamma-aminobutyric acid (Glx) in the PGM (P = 0.03), LCSO (P = 0.01), and pons (P = 0.0002). Choline was higher than expected for age only in the LCSO (P = 0.0097), and myo-inositol was higher than expected for age in the pons (P = 0.002). Multiple correlations between these MRS-measured metabolites and age, functional assessments, brain volume, and neurotransmitters in the CSF were found (Supplementary Figure S3 online).",2016-07-07,presents,disease,laboratory findings,NGLY1 deficiency,deficit of glutamine plus glutamate plus gamma-aminobutyric acid (Glx) in brain by MRS,12/12,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0012706 ,Q28024539,P1557,Q29643793,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Compared with the reference population, N-acetylaspartylglutamate plus N-acetylaspartate (NAA) was lower than normal in the left centrum semiovale (LCSO) (P = 0.004), the midline parietal gray matter (PGM) (P = 0.02), and superior cerebellar vermis (SVERM) (P < 0.0001). There was a deficit of glutamine plus glutamate plus gamma-aminobutyric acid (Glx) in the PGM (P = 0.03), LCSO (P = 0.01), and pons (P = 0.0002). Choline was higher than expected for age only in the LCSO (P = 0.0097), and myo-inositol was higher than expected for age in the pons (P = 0.002). Multiple correlations between these MRS-measured metabolites and age, functional assessments, brain volume, and neurotransmitters in the CSF were found (Supplementary Figure S3 online).",2016-07-07,presents,disease,laboratory findings,NGLY1 deficiency,High choline in brain by MRS,12/12,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0025460,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Compared with the reference population, N-acetylaspartylglutamate plus N-acetylaspartate (NAA) was lower than normal in the left centrum semiovale (LCSO) (P = 0.004), the midline parietal gray matter (PGM) (P = 0.02), and superior cerebellar vermis (SVERM) (P < 0.0001). There was a deficit of glutamine plus glutamate plus gamma-aminobutyric acid (Glx) in the PGM (P = 0.03), LCSO (P = 0.01), and pons (P = 0.0002). Choline was higher than expected for age only in the LCSO (P = 0.0097), and myo-inositol was higher than expected for age in the pons (P = 0.002). Multiple correlations between these MRS-measured metabolites and age, functional assessments, brain volume, and neurotransmitters in the CSF were found (Supplementary Figure S3 online).",2016-07-07,presents,disease,laboratory findings,NGLY1 deficiency,High myo-inositol in brain by MRS,12/12,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0025457,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder. These include low CSF total protein and albumin, optic atrophy and retinal pigmentary changes/cone distrophy, poor weight gain starting in mid-childhood, lower than predicted resting energy expenditure, central and obstructive sleep apnea, delayed bone age, joint hypermobility, progressive brain atrophy, abnormalities in MRS-measured metabolites, various abnormalities on skeletal survey, high antibody titers after rubella and rubeola vaccination, and low levels of several pro-coagulation and anti-coagulation factors.",2016-07-07,presents,disease,laboratory findings,NGLY1 deficiency,Low CSF total protein,9/9,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0025458,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder. These include low CSF total protein and albumin, optic atrophy and retinal pigmentary changes/cone distrophy, poor weight gain starting in mid-childhood, lower than predicted resting energy expenditure, central and obstructive sleep apnea, delayed bone age, joint hypermobility, progressive brain atrophy, abnormalities in MRS-measured metabolites, various abnormalities on skeletal survey, high antibody titers after rubella and rubeola vaccination, and low levels of several pro-coagulation and anti-coagulation factors.",2016-07-07,presents,disease,laboratory findings,NGLY1 deficiency,Low CSF albumin,9/9,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0030978,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"CSF total protein and albumin concentrations, as well as the CSF/serum albumin ratios, were low in nearly all individuals (Supplemental Table S3 online).",2016-07-07,presents,disease,laboratory findings,NGLY1 deficiency,Low CSF/serum albumin ratio,9/9,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0003785 ,Q28024539,P1557,Q29643837,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"In the two oldest subjects, CSF 5-hydroxyindolacetic acid (5-HIAA) and 5-homovanillic acid (HVA) were decreased, suggesting neuronal loss. Neopterin levels were normal but decreased with age, and CSF tetrahydrobiopterin (BH4) levels were below the lower limit of normal in all but one subject tested; however, there was not correlation with age. ",2016-07-07,presents,disease,laboratory findings,NGLY1 deficiency,decreased CSF HVA,2/9,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0025455,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"In the two oldest subjects, CSF 5-hydroxyindolacetic acid (5-HIAA) and 5-homovanillic acid (HVA) were decreased, suggesting neuronal loss. Neopterin levels were normal but decreased with age, and CSF tetrahydrobiopterin (BH4) levels were below the lower limit of normal in all but one subject tested; however, there was not correlation with age. ",2016-07-07,presents,disease,laboratory findings,NGLY1 deficiency,decreased CSF 5-HIAA (5-hydroxyindolacetic acid),2/9,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0040209 ,Q28024539,P1557,Q29643842,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"In the two oldest subjects, CSF 5-hydroxyindolacetic acid (5-HIAA) and 5-homovanillic acid (HVA) were decreased, suggesting neuronal loss. Neopterin levels were normal but decreased with age, and CSF tetrahydrobiopterin (BH4) levels were below the lower limit of normal in all but one subject tested; however, there was not correlation with age. ",2016-07-07,presents,disease,laboratory findings,NGLY1 deficiency,low CSF BH4 (tetrahydrobiopterin),9/9,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0009830 ,Q28024539,P1557,Q18556979,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder.(...). We also confirmed and further detailed the global developmental delay, movement disorder, frequent seizure disorder, hypotonia, hypolacrima or alacrima, corneal disease, ptosis, lagophthalmous, strabismus, peripheral neuropathy and occasional diminished reflexes, hypohidrosis, auditory brainstem response abnormalities, abnormal brain imaging, scoliosis, acquired microcephaly, small hands and feet, dysmorphic features, constipation, elevated liver enzymes present only early in childhood, osteopenia, and hypocholesterolemia associated with NGLY1-CDDG. ",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,peripheral neuropathy,8/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0007141 ,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,Nerve conduction studies were performed in 11 individuals (Supplementary Table S4 online). The predominant finding was an axonal sensorimotor polyneuropathy (n = 8) with additional demyelinative features (n = 6).,2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,axonal sensorimotor polyneuropathy,8/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0007327 ,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,Nerve conduction studies were performed in 11 individuals (Supplementary Table S4 online). The predominant finding was an axonal sensorimotor polyneuropathy (n = 8) with additional demyelinative features (n = 6).,2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,axonal sensorimotor polyneuropathy with demyelinative features,6/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0012333,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"QSWEATs, performed in 11 individuals, were abnormal in the same 8 individuals who had axonal sensorimotor neuropathies. The distal lower extremity QSWEAT was more frequently absent (7/11) compared with the forearm (1/11), consistent with a length-dependent neuropathy. ",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,abnormal QSWEATs,8/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0000522,Q28024539,P1557,Q19595845,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder.(...). We also confirmed and further detailed the global developmental delay, movement disorder, frequent seizure disorder, hypotonia, hypolacrima or alacrima, corneal disease, ptosis, lagophthalmous, strabismus, peripheral neuropathy and occasional diminished reflexes, hypohidrosis, auditory brainstem response abnormalities, abnormal brain imaging, scoliosis, acquired microcephaly, small hands and feet, dysmorphic features, constipation, elevated liver enzymes present only early in childhood, osteopenia, and hypocholesterolemia associated with NGLY1-CDDG. ",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,hypo- or complete alacrima,11/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0030001,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder.(...). We also confirmed and further detailed the global developmental delay, movement disorder, frequent seizure disorder, hypotonia, hypolacrima or alacrima, corneal disease, ptosis, lagophthalmous, strabismus, peripheral neuropathy and occasional diminished reflexes, hypohidrosis, auditory brainstem response abnormalities, abnormal brain imaging, scoliosis, acquired microcephaly, small hands and feet, dysmorphic features, constipation, elevated liver enzymes present only early in childhood, osteopenia, and hypocholesterolemia associated with NGLY1-CDDG. ",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,lagophthalmous,11/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0000508 ,Q28024539,P1557,Q622427,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder.(...). We also confirmed and further detailed the global developmental delay, movement disorder, frequent seizure disorder, hypotonia, hypolacrima or alacrima, corneal disease, ptosis, lagophthalmous, strabismus, peripheral neuropathy and occasional diminished reflexes, hypohidrosis, auditory brainstem response abnormalities, abnormal brain imaging, scoliosis, acquired microcephaly, small hands and feet, dysmorphic features, constipation, elevated liver enzymes present only early in childhood, osteopenia, and hypocholesterolemia associated with NGLY1-CDDG. ",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,ptosis,11/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0000577 ,Q28024539,P1557,Q2556242,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Awake and sedated ophthalmic examinations were performed for 11 study participants (Supplementary Table S5 online). Lagophthalmus, ptosis, exotropia and/or esotropia, corneal neovascularization, pannus formation or scarring, optic nerve pallor or atrophy, retinal pigmentary changes including pigment granularity and pigmentary retinopathy or pigmentary changes, blonde or poorly pigmented retinal periphery, and refractive errors were observed (Figure 4).",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,exotropia and/or esotropia,11/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0000565 ,Q28024539,P1557,Q2720759,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Awake and sedated ophthalmic examinations were performed for 11 study participants (Supplementary Table S5 online). Lagophthalmus, ptosis, exotropia and/or esotropia, corneal neovascularization, pannus formation or scarring, optic nerve pallor or atrophy, retinal pigmentary changes including pigment granularity and pigmentary retinopathy or pigmentary changes, blonde or poorly pigmented retinal periphery, and refractive errors were observed (Figure 4).",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,exotropia and/or esotropia,11/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0011496 ,Q28024539,P1557,Q1266519,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Awake and sedated ophthalmic examinations were performed for 11 study participants (Supplementary Table S5 online). Lagophthalmus, ptosis, exotropia and/or esotropia, corneal neovascularization, pannus formation or scarring, optic nerve pallor or atrophy, retinal pigmentary changes including pigment granularity and pigmentary retinopathy or pigmentary changes, blonde or poorly pigmented retinal periphery, and refractive errors were observed (Figure 4).",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,corneal neovascularization,11/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0000559 ,Q28024539,P1557,Q1628473,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Awake and sedated ophthalmic examinations were performed for 11 study participants (Supplementary Table S5 online). Lagophthalmus, ptosis, exotropia and/or esotropia, corneal neovascularization, pannus formation or scarring, optic nerve pallor or atrophy, retinal pigmentary changes including pigment granularity and pigmentary retinopathy or pigmentary changes, blonde or poorly pigmented retinal periphery, and refractive errors were observed (Figure 4).",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,pannus formation or scarring,11/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0000648 ,Q28024539,P1557,Q18556970,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"In this study, we describe the clinical spectrum of NGLY1 deficiency (NGLY1-CDDG). In 12 individuals ages 2 to 21 years with confirmed, biallelic, pathogenic NGLY1 mutations, we identified previously unreported clinical features, including optic atrophy and retinal pigmentary changes/cone distrophy, delayed bone age, joint hypermobility, and lower than predicted resting energy expenditure. Novel findings include low cerebral spinal fluid (CSF) total protein and albumin and unusually high antibody titers toward rubella and/or rubeola following vaccination. We also confirmed and further quantified previously reported findings noting that decreased tear production, transient transaminitis, small feet, a complex hyperkinetic movement disorder, and varying degrees of global developmental delay with relatively preserved socialization are the most consistent features.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,optic nerve pallor or atrophy,11/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0008051 ,Q28024539,P1557,Q29643939,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"In this study, we describe the clinical spectrum of NGLY1 deficiency (NGLY1-CDDG). In 12 individuals ages 2 to 21 years with confirmed, biallelic, pathogenic NGLY1 mutations, we identified previously unreported clinical features, including optic atrophy and retinal pigmentary changes/cone distrophy, delayed bone age, joint hypermobility, and lower than predicted resting energy expenditure. Novel findings include low cerebral spinal fluid (CSF) total protein and albumin and unusually high antibody titers toward rubella and/or rubeola following vaccination. We also confirmed and further quantified previously reported findings noting that decreased tear production, transient transaminitis, small feet, a complex hyperkinetic movement disorder, and varying degrees of global developmental delay with relatively preserved socialization are the most consistent features.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,retinal pigmentary changes,11/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0000539,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Awake and sedated ophthalmic examinations were performed for 11 study participants (Supplementary Table S5 online). Lagophthalmus, ptosis, exotropia and/or esotropia, corneal neovascularization, pannus formation or scarring, optic nerve pallor or atrophy, retinal pigmentary changes including pigment granularity and pigmentary retinopathy or pigmentary changes, blonde or poorly pigmented retinal periphery, and refractive errors were observed (Figure 4).",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,refractive errors,11/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0000548 ,Q28024539,P1557,Q29643945,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"In this study, we describe the clinical spectrum of NGLY1 deficiency (NGLY1-CDDG). In 12 individuals ages 2 to 21 years with confirmed, biallelic, pathogenic NGLY1 mutations, we identified previously unreported clinical features, including optic atrophy and retinal pigmentary changes/cone distrophy, delayed bone age, joint hypermobility, and lower than predicted resting energy expenditure. Novel findings include low cerebral spinal fluid (CSF) total protein and albumin and unusually high antibody titers toward rubella and/or rubeola following vaccination. We also confirmed and further quantified previously reported findings noting that decreased tear production, transient transaminitis, small feet, a complex hyperkinetic movement disorder, and varying degrees of global developmental delay with relatively preserved socialization are the most consistent features.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,cone distrophy,1/1,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0006958,Q28024539,P1557,Q29019841,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder.(...). We also confirmed and further detailed the global developmental delay, movement disorder, frequent seizure disorder, hypotonia, hypolacrima or alacrima, corneal disease, ptosis, lagophthalmous, strabismus, peripheral neuropathy and occasional diminished reflexes, hypohidrosis, auditory brainstem response abnormalities, abnormal brain imaging, scoliosis, acquired microcephaly, small hands and feet, dysmorphic features, constipation, elevated liver enzymes present only early in childhood, osteopenia, and hypocholesterolemia associated with NGLY1-CDDG. ",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,transmission abnormality through the auditory brainstem,11/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0030906,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Oral motor deficits, including persistent nutritive suckle swallow and poor oral bolus formation, were present in 10 of 11 subjects. Premature spillage and pharyngeal swallow response delays remained the primary deficits of all subjects.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,persistent nutritive suckle swallow,10/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0031146,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Oral motor deficits, including persistent nutritive suckle swallow and poor oral bolus formation, were present in 10 of 11 subjects. Premature spillage and pharyngeal swallow response delays remained the primary deficits of all subjects.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,poor oral bolus,10/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0031162,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Oral motor deficits, including persistent nutritive suckle swallow and poor oral bolus formation, were present in 10 of 11 subjects. Premature spillage and pharyngeal swallow response delays remained the primary deficits of all subjects.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,Premature spillage and pharyngeal swallow response delays,11/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0002015,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Oral motor deficits, including persistent nutritive suckle swallow and poor oral bolus formation, were present in 10 of 11 subjects. Premature spillage and pharyngeal swallow response delays remained the primary deficits of all subjects.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,Premature spillage and pharyngeal swallow response delays,11/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0005216,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,Development delays in mastication were evident and characterized by munching patterns without matured rotatory chewing of solid textures.,2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,developmental delay in mastication,11/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0001649,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Electrocardiogram results showed heart rates in the low 100s in all subjects (n = 12), with two individuals having QTcB>440 ms but a normal QTcF.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,Electrocardiogram heart rates in the low 100s,12/12,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0010536 ,Q28024539,P1557,Q5062153,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder. These include low CSF total protein and albumin, optic atrophy and retinal pigmentary changes/cone distrophy, poor weight gain starting in mid-childhood, lower than predicted resting energy expenditure, central and obstructive sleep apnea, delayed bone age, joint hypermobility, progressive brain atrophy, abnormalities in MRS-measured metabolites, various abnormalities on skeletal survey, high antibody titers after rubella and rubeola vaccination, and low levels of several pro-coagulation and anti-coagulation factors.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,central sleep apnea,1/9,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0002870 ,Q28024539,P1557,Q17083186,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder. These include low CSF total protein and albumin, optic atrophy and retinal pigmentary changes/cone distrophy, poor weight gain starting in mid-childhood, lower than predicted resting energy expenditure, central and obstructive sleep apnea, delayed bone age, joint hypermobility, progressive brain atrophy, abnormalities in MRS-measured metabolites, various abnormalities on skeletal survey, high antibody titers after rubella and rubeola vaccination, and low levels of several pro-coagulation and anti-coagulation factors.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,obstructive sleep apnea,2/9,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0002019,Q28024539,P1557,Q178436,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder.(...). We also confirmed and further detailed the global developmental delay, movement disorder, frequent seizure disorder, hypotonia, hypolacrima or alacrima, corneal disease, ptosis, lagophthalmous, strabismus, peripheral neuropathy and occasional diminished reflexes, hypohidrosis, auditory brainstem response abnormalities, abnormal brain imaging, scoliosis, acquired microcephaly, small hands and feet, dysmorphic features, constipation, elevated liver enzymes present only early in childhood, osteopenia, and hypocholesterolemia associated with NGLY1-CDDG. ",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,constipation,10/12,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0001744 ,Q28024539,P1557,Q1129121,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Abnormalities in abdominal ultrasound included splenomegaly, steatosis, coarse or inhomogeneous liver texture, or hepatomegaly.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,splenomegaly (abnormal abdominal ultrasound),6/12,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0001397 ,Q28024539,P1557,Q10863074,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Abnormalities in abdominal ultrasound included splenomegaly, steatosis, coarse or inhomogeneous liver texture, or hepatomegaly.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,steatosis (abnormal abdominal ultrasound),6/12,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0031144,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Abnormalities in abdominal ultrasound included splenomegaly, steatosis, coarse or inhomogeneous liver texture, or hepatomegaly.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,coarse or inhomogeneous liver texture (abnormal abdominal ultrasound),6/12,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0002240 ,Q28024539,P1557,Q1362864,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Abnormalities in abdominal ultrasound included splenomegaly, steatosis, coarse or inhomogeneous liver texture, or hepatomegaly.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,hepatomegaly (abnormal abdominal ultrasound),6/12,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0001395,Q28024539,P1557,Q147778,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Three of 12 had Fibroscan scores >7 kPa, which is the upper limit of normal, indicating possible liver fibrosis.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,possible liver fibrosis,3/12,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0012340 ,Q28024539,P1557,Q29647375,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"In this study, we describe the clinical spectrum of NGLY1 deficiency (NGLY1-CDDG). In 12 individuals ages 2 to 21 years with confirmed, biallelic, pathogenic NGLY1 mutations, we identified previously unreported clinical features, including optic atrophy and retinal pigmentary changes/cone distrophy, delayed bone age, joint hypermobility, and lower than predicted resting energy expenditure. Novel findings include low cerebral spinal fluid (CSF) total protein and albumin and unusually high antibody titers toward rubella and/or rubeola following vaccination. We also confirmed and further quantified previously reported findings noting that decreased tear production, transient transaminitis, small feet, a complex hyperkinetic movement disorder, and varying degrees of global developmental delay with relatively preserved socialization are the most consistent features.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,low resting energy expenditure,9/12,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
